City,Datetime,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket
Chennai,2022-11-26,5.7,140.2,130.7,77.7,221.1,4.1,8.24,74.5,97.0,177.9,Moderate
Kolkata,2022-11-26,144.3,35.0,111.7,26.8,119.5,5.8,4.38,70.1,151.8,318.9,Very Poor
Bangalore,2022-11-26,118.7,265.2,190.2,11.6,99.3,49.5,2.05,83.4,175.9,295.6,Poor
Delhi,2022-11-27,484.1,172.1,95.7,143.3,108.1,15.3,5.34,71.4,48.9,163.3,Moderate
Mumbai,2022-11-27,356.4,60.7,57.2,4.1,173.3,4.0,7.97,59.0,183.2,237.0,Poor
Chennai,2022-11-27,456.2,209.0,60.9,71.0,57.9,16.3,9.05,81.3,165.5,196.3,Moderate
Kolkata,2022-11-27,264.0,148.7,44.6,34.0,49.0,8.6,3.42,23.5,47.4,414.0,Severe
Bangalore,2022-11-27,432.8,77.7,85.0,106.5,20.0,3.9,3.89,46.7,106.7,126.5,Moderate
Delhi,2022-11-28,357.7,16.5,21.2,48.8,239.8,1.5,1.07,73.0,7.6,91.2,Satisfactory
Mumbai,2022-11-28,312.0,194.7,100.4,122.9,166.9,48.6,1.28,15.5,70.7,462.0,Severe
Chennai,2022-11-28,77.6,249.7,100.9,53.5,188.8,19.0,2.78,93.1,39.6,199.8,Moderate
Kolkata,2022-11-28,240.2,566.9,157.2,149.9,169.0,25.6,9.73,13.4,132.0,392.5,Very Poor
Bangalore,2022-11-28,344.4,548.0,124.6,13.5,50.2,27.1,0.35,54.1,78.6,494.4,Severe
Delhi,2022-11-29,199.5,3.8,55.6,59.4,170.7,49.1,1.55,81.1,109.5,361.2,Very Poor
Mumbai,2022-11-29,329.2,81.2,190.4,48.0,190.5,49.6,9.2,97.9,175.8,479.2,Severe
Chennai,2022-11-29,182.3,366.4,63.3,24.2,111.0,42.8,4.95,77.4,128.4,348.0,Very Poor
Kolkata,2022-11-29,80.2,376.2,39.4,145.6,54.4,1.9,8.0,52.8,125.7,332.6,Very Poor
Bangalore,2022-11-29,1.4,510.5,113.7,2.4,93.0,48.9,8.25,29.3,198.8,276.6,Poor
Delhi,2022-11-30,105.9,152.4,196.1,12.3,37.9,16.0,4.97,8.6,128.4,251.9,Poor
Mumbai,2022-11-30,167.0,126.0,57.1,48.3,227.4,28.5,4.53,49.2,140.2,336.3,Very Poor
Chennai,2022-11-30,472.0,405.1,76.6,45.4,72.4,39.3,2.98,61.4,168.9,368.8,Very Poor
Kolkata,2022-11-30,192.5,517.5,27.8,120.8,71.0,39.0,1.23,14.8,167.5,355.9,Very Poor
Bangalore,2022-11-30,144.7,590.2,138.3,118.3,242.5,8.8,0.95,13.9,38.3,319.2,Very Poor
Delhi,2022-12-01,70.1,519.2,1.5,44.1,45.9,38.8,0.28,51.5,68.9,132.1,Moderate
Mumbai,2022-12-01,273.2,271.4,113.7,38.0,157.1,50.0,2.17,30.8,162.6,423.2,Severe
Chennai,2022-12-01,30.6,249.5,41.7,2.2,14.8,6.2,1.1,1.5,155.8,199.7,Moderate
Kolkata,2022-12-01,25.2,9.5,44.8,93.2,107.5,14.1,6.31,73.6,25.0,153.8,Moderate
Bangalore,2022-12-01,60.5,555.0,85.6,4.5,204.6,16.0,2.44,10.8,167.9,199.9,Moderate
Delhi,2022-12-02,302.0,443.0,146.6,138.0,108.5,47.2,9.56,70.3,168.6,452.0,Severe
Mumbai,2022-12-02,479.4,485.7,24.1,116.3,102.7,24.9,9.36,98.4,137.8,479.5,Severe
Chennai,2022-12-02,496.0,255.2,128.0,14.5,118.2,37.9,0.2,46.9,61.9,205.2,Poor
Kolkata,2022-12-02,372.2,70.2,54.9,130.4,117.1,47.3,3.09,98.8,122.0,150.4,Moderate
Bangalore,2022-12-02,127.7,466.2,72.5,66.2,124.8,36.3,4.21,15.2,139.0,451.5,Severe
Delhi,2022-12-03,116.3,198.9,199.8,77.2,86.2,34.9,1.64,26.8,143.1,287.4,Poor
Mumbai,2022-12-03,407.6,334.1,151.6,92.6,212.6,28.7,1.67,31.2,34.2,284.1,Poor
Chennai,2022-12-03,285.9,73.3,128.8,95.3,218.4,40.1,9.74,12.9,48.9,435.9,Severe
Kolkata,2022-12-03,95.9,80.8,189.4,26.6,101.4,11.0,7.15,21.4,29.3,217.7,Poor
Bangalore,2022-12-03,444.2,411.7,190.4,56.4,25.4,39.6,7.3,64.2,193.5,377.1,Very Poor
Delhi,2022-12-04,221.0,395.5,134.2,16.8,201.0,31.4,7.42,34.5,70.8,377.7,Very Poor
Mumbai,2022-12-04,206.4,356.5,101.6,27.5,172.8,25.0,4.45,39.5,131.1,366.5,Very Poor
Chennai,2022-12-04,241.2,65.4,90.6,77.2,176.0,1.6,2.27,64.2,8.8,393.2,Very Poor
Kolkata,2022-12-04,271.7,518.2,77.3,85.2,38.8,36.4,3.12,52.8,95.9,421.7,Severe
Bangalore,2022-12-04,178.6,463.1,187.7,89.9,7.5,36.1,4.9,74.9,112.0,447.1,Severe
Delhi,2022-12-05,91.2,576.7,61.1,40.2,219.5,8.2,3.31,55.8,198.0,274.6,Poor
Mumbai,2022-12-05,415.5,430.9,144.7,75.0,32.1,36.5,2.13,50.1,135.8,152.4,Moderate
Chennai,2022-12-05,48.5,9.7,63.6,57.6,17.9,42.1,4.47,20.1,72.9,130.7,Moderate
Kolkata,2022-12-05,199.1,148.2,51.7,79.0,76.1,30.5,5.31,65.2,164.3,360.9,Very Poor
Bangalore,2022-12-05,73.4,519.1,147.6,146.4,209.1,40.4,9.72,81.6,161.7,196.5,Moderate
Delhi,2022-12-06,64.5,169.4,16.5,94.3,133.5,7.0,5.93,99.6,171.9,208.4,Poor
Mumbai,2022-12-06,204.5,444.8,7.9,83.0,147.8,0.7,6.43,96.6,56.7,420.8,Severe
Chennai,2022-12-06,73.4,186.1,58.1,54.4,52.6,23.1,4.39,78.2,43.1,157.5,Moderate
Kolkata,2022-12-06,177.3,432.0,197.8,109.6,146.2,24.0,8.93,27.1,140.1,402.4,Severe
Bangalore,2022-12-06,323.4,478.1,169.8,113.5,197.4,27.1,1.85,45.8,152.3,473.4,Severe
Delhi,2022-12-07,278.8,62.6,13.8,39.1,113.2,47.6,4.69,7.8,123.5,428.8,Severe
Mumbai,2022-12-07,177.7,260.6,196.7,80.6,113.2,22.5,1.55,30.9,18.4,344.5,Very Poor
Chennai,2022-12-07,369.2,432.0,80.9,116.2,248.5,10.2,0.27,0.7,31.3,402.4,Severe
Kolkata,2022-12-07,305.1,336.4,110.9,63.5,93.5,45.7,3.86,99.4,94.2,455.1,Severe
Bangalore,2022-12-07,401.8,11.6,46.9,97.8,166.4,17.7,8.69,21.3,133.8,183.6,Moderate
Delhi,2022-12-08,225.9,40.6,59.1,51.1,28.4,0.9,4.5,11.1,19.8,381.5,Very Poor
Mumbai,2022-12-08,152.3,363.4,192.6,93.7,97.7,5.2,3.8,72.8,61.3,325.0,Very Poor
Chennai,2022-12-08,373.7,94.9,123.8,122.7,134.2,44.4,0.28,97.0,22.8,142.7,Moderate
Kolkata,2022-12-08,159.9,12.8,45.5,34.3,134.9,8.7,7.59,52.1,25.2,330.9,Very Poor
Bangalore,2022-12-08,244.4,393.1,169.6,8.2,83.2,24.4,3.15,51.5,164.7,395.7,Very Poor
Delhi,2022-12-09,307.6,287.3,59.1,128.7,139.8,37.0,9.91,74.4,137.1,457.6,Severe
Mumbai,2022-12-09,254.5,253.9,38.1,121.4,199.8,48.2,4.32,18.3,121.8,404.5,Severe
Chennai,2022-12-09,185.8,327.4,191.7,109.3,10.6,44.7,9.27,10.6,68.2,350.7,Very Poor
Kolkata,2022-12-09,301.0,35.1,183.5,129.1,241.0,22.5,8.93,49.0,11.3,451.0,Severe
Bangalore,2022-12-09,224.2,278.5,107.9,59.3,219.5,49.2,4.58,38.2,136.2,380.2,Very Poor
Delhi,2022-12-10,159.6,478.0,164.3,21.8,52.2,38.0,8.53,4.2,199.4,468.4,Severe
Mumbai,2022-12-10,446.5,327.1,127.2,136.8,59.0,38.1,0.85,12.8,159.6,277.1,Poor
Chennai,2022-12-10,487.8,113.2,119.8,85.6,215.9,26.6,3.5,100.0,51.9,118.5,Moderate
Kolkata,2022-12-10,348.4,484.4,190.1,143.6,4.6,10.9,1.37,73.7,30.1,498.4,Severe
Bangalore,2022-12-10,433.3,466.0,134.1,5.9,210.1,30.4,2.84,66.6,6.4,451.2,Severe
Delhi,2022-12-11,166.6,540.5,45.3,86.4,248.2,37.9,0.5,91.5,115.6,336.0,Very Poor
Mumbai,2022-12-11,287.3,549.3,57.3,37.3,233.5,3.3,4.72,37.0,5.1,437.3,Severe
Chennai,2022-12-11,446.2,399.5,38.2,71.3,190.0,14.7,0.27,96.1,185.0,361.8,Very Poor
Kolkata,2022-12-11,138.6,35.2,20.1,20.5,93.6,35.8,3.59,31.5,120.6,314.5,Very Poor
Bangalore,2022-12-11,196.2,182.2,0.6,44.6,41.0,35.3,1.14,98.6,45.3,358.7,Very Poor
Delhi,2022-12-12,381.9,252.6,52.2,64.9,232.6,17.3,7.07,49.1,92.3,202.6,Poor
Mumbai,2022-12-12,232.6,571.2,183.9,102.1,155.4,18.7,9.06,90.5,132.6,386.6,Very Poor
Chennai,2022-12-12,274.0,449.4,179.6,42.9,120.3,12.8,0.33,62.3,33.0,427.4,Severe
Kolkata,2022-12-12,163.1,521.5,60.3,60.7,117.6,33.8,7.21,70.3,183.9,333.3,Very Poor
Bangalore,2022-12-12,3.8,180.4,91.1,134.7,104.2,43.4,5.62,5.7,47.6,154.7,Moderate
Delhi,2022-12-13,246.6,525.7,39.3,76.3,163.5,49.8,8.21,80.2,122.6,397.4,Very Poor
Mumbai,2022-12-13,267.6,62.4,95.8,52.0,152.0,34.9,0.78,57.4,134.1,417.6,Severe
Chennai,2022-12-13,274.6,445.9,147.5,135.7,95.9,13.0,2.24,93.3,57.6,424.6,Severe
Kolkata,2022-12-13,54.5,483.1,181.1,90.2,183.8,8.3,9.83,97.3,124.8,475.8,Severe
Bangalore,2022-12-13,238.9,372.8,107.6,68.6,159.5,43.8,5.5,36.3,98.7,391.5,Very Poor
Delhi,2022-12-14,18.3,35.0,49.7,53.1,238.5,41.6,9.27,0.5,84.2,190.9,Moderate
Mumbai,2022-12-14,310.7,339.8,183.1,117.1,75.5,35.5,5.1,84.9,41.0,460.7,Severe
Chennai,2022-12-14,261.7,502.6,160.7,38.7,161.3,26.0,2.17,27.5,157.2,411.7,Severe
Kolkata,2022-12-14,44.4,225.8,35.7,35.9,203.4,10.3,2.92,69.5,97.1,183.9,Moderate
Bangalore,2022-12-14,217.3,582.4,5.7,118.8,241.0,34.7,7.6,66.6,133.6,374.9,Very Poor
Delhi,2022-12-15,406.2,376.5,85.4,14.0,29.2,27.7,3.08,24.6,77.8,333.0,Very Poor
Mumbai,2022-12-15,366.3,494.9,13.5,89.3,56.6,13.0,0.98,91.2,78.8,492.7,Severe
Chennai,2022-12-15,295.8,397.8,0.0,3.0,165.0,2.7,5.1,79.4,133.2,445.8,Severe
Kolkata,2022-12-15,337.7,221.0,139.6,41.5,249.4,3.3,6.92,39.8,153.7,487.7,Severe
Bangalore,2022-12-15,443.8,145.4,49.5,46.1,211.2,31.2,1.73,61.0,2.3,130.5,Moderate
Delhi,2022-12-16,6.6,328.9,1.5,43.3,66.3,47.8,2.39,58.2,113.6,278.9,Poor
Mumbai,2022-12-16,358.7,121.5,33.1,26.8,15.9,22.1,3.31,50.8,170.3,204.3,Poor
Chennai,2022-12-16,243.6,481.3,9.0,42.3,8.4,41.2,8.11,11.9,5.1,473.2,Severe
Kolkata,2022-12-16,47.1,367.2,149.6,14.7,237.5,6.6,4.08,42.7,195.3,321.3,Very Poor
Bangalore,2022-12-16,28.7,493.0,73.5,51.3,84.1,13.0,8.7,72.0,35.0,490.0,Severe
Delhi,2022-12-17,479.8,285.7,142.0,39.2,73.4,3.0,1.21,24.8,176.2,235.7,Poor
Mumbai,2022-12-17,437.1,362.4,193.5,97.0,90.1,20.7,7.71,27.9,24.0,315.3,Very Poor
Chennai,2022-12-17,294.3,192.6,76.1,88.3,135.5,12.8,3.98,87.7,90.2,444.3,Severe
Kolkata,2022-12-17,467.8,84.7,13.3,6.2,157.0,45.8,2.86,83.0,112.7,118.3,Moderate
Bangalore,2022-12-17,149.4,211.7,30.1,59.2,23.2,13.8,7.93,54.5,135.8,322.8,Very Poor
Delhi,2022-12-18,368.0,130.0,93.3,28.7,93.1,19.4,9.11,21.1,46.5,188.8,Moderate
Mumbai,2022-12-18,275.2,588.9,84.5,131.0,214.3,12.9,0.55,34.9,144.7,425.2,Severe
Chennai,2022-12-18,136.6,312.4,191.9,125.8,45.3,11.4,8.06,93.8,76.2,313.0,Very Poor
Kolkata,2022-12-18,51.1,329.1,151.5,37.2,177.4,46.2,0.19,17.2,181.1,279.1,Poor
Bangalore,2022-12-18,387.0,33.8,101.8,3.6,238.9,31.8,5.0,43.3,160.3,188.6,Moderate
Delhi,2022-12-19,144.4,130.1,152.1,98.5,159.1,41.9,8.45,44.5,175.3,319.0,Very Poor
Mumbai,2022-12-19,246.7,328.5,82.6,94.9,93.2,20.1,3.19,37.1,19.1,397.5,Very Poor
Chennai,2022-12-19,417.2,499.6,159.6,74.7,210.2,33.0,6.79,31.6,199.3,499.4,Severe
Kolkata,2022-12-19,172.5,306.5,98.8,53.0,212.8,1.9,4.14,17.7,98.6,340.5,Very Poor
Bangalore,2022-12-19,178.9,409.5,151.1,144.6,84.7,41.9,9.79,32.4,150.7,374.3,Very Poor
Delhi,2022-12-20,192.4,60.4,133.0,24.5,186.2,5.2,1.56,44.6,99.5,355.8,Very Poor
Mumbai,2022-12-20,239.3,500.8,32.3,41.4,172.0,17.3,0.61,0.7,36.4,391.8,Very Poor
Chennai,2022-12-20,455.3,232.9,193.7,113.0,82.4,14.1,4.32,45.7,86.2,188.6,Moderate
Kolkata,2022-12-20,428.2,219.5,157.2,68.5,6.4,18.6,6.75,26.0,144.3,179.7,Moderate
Bangalore,2022-12-20,408.5,226.8,143.4,101.3,44.5,3.7,9.73,87.4,198.2,275.1,Poor
Delhi,2022-12-21,41.2,348.0,180.8,142.4,3.4,18.6,9.23,68.5,194.8,298.0,Poor
Mumbai,2022-12-21,18.2,288.1,35.9,119.4,113.1,26.3,5.22,60.5,143.9,238.1,Poor
Chennai,2022-12-21,464.6,495.7,168.6,28.7,163.3,23.5,4.39,31.5,14.1,493.8,Severe
Kolkata,2022-12-21,244.4,163.6,177.2,127.2,27.3,20.0,2.24,13.7,10.4,395.7,Very Poor
Bangalore,2022-12-21,418.4,4.1,65.3,122.4,229.2,40.7,5.51,53.7,71.6,143.7,Moderate
Delhi,2022-12-22,236.9,588.0,125.4,100.0,48.7,34.1,3.99,76.5,116.3,389.9,Very Poor
Mumbai,2022-12-22,104.7,312.2,105.7,91.3,58.4,31.2,1.43,28.0,183.4,262.2,Poor
Chennai,2022-12-22,171.9,323.0,132.5,81.3,217.5,28.4,1.66,45.8,112.7,340.1,Very Poor
Kolkata,2022-12-22,299.8,26.0,62.2,142.1,19.6,5.6,6.55,89.9,98.7,449.8,Severe
Bangalore,2022-12-22,401.5,205.9,140.3,107.9,154.0,24.0,2.82,72.0,156.9,183.6,Moderate
Delhi,2022-12-23,411.8,587.4,178.3,9.5,31.3,40.4,9.95,21.7,165.4,199.4,Moderate
Mumbai,2022-12-23,45.5,119.9,153.9,121.5,249.4,36.4,5.76,42.6,2.1,146.9,Moderate
Chennai,2022-12-23,365.3,278.6,116.3,117.8,155.8,9.1,8.78,88.7,136.4,228.6,Poor
Kolkata,2022-12-23,243.5,503.7,103.1,77.9,77.2,36.4,2.61,24.6,71.8,395.0,Very Poor
Bangalore,2022-12-23,402.7,260.2,48.7,73.4,212.6,32.2,4.76,15.9,87.2,210.2,Poor
Delhi,2022-12-24,170.1,584.3,53.6,116.4,148.4,6.6,8.27,89.2,75.6,338.7,Very Poor
Mumbai,2022-12-24,253.4,312.6,120.6,113.4,175.6,42.2,2.88,22.8,185.2,403.4,Severe
Chennai,2022-12-24,487.5,83.8,63.4,43.9,149.2,31.1,1.68,25.7,108.4,111.9,Moderate
Kolkata,2022-12-24,305.7,422.0,168.8,3.6,249.6,41.4,1.1,68.9,166.7,455.7,Severe
Bangalore,2022-12-24,78.3,535.5,112.4,24.4,139.2,15.1,3.23,74.2,28.2,160.1,Moderate
Delhi,2022-12-25,455.0,11.0,139.5,142.4,46.3,46.7,8.07,48.2,63.9,175.8,Moderate
Mumbai,2022-12-25,229.4,157.8,11.3,53.6,87.3,2.4,7.67,74.4,143.4,384.2,Very Poor
Chennai,2022-12-25,167.8,24.1,134.3,85.5,69.4,26.8,9.17,67.0,95.0,336.9,Very Poor
Kolkata,2022-12-25,435.2,100.6,178.0,93.9,8.8,33.3,7.59,41.3,181.4,232.5,Poor
Bangalore,2022-12-25,61.6,466.7,148.5,130.5,26.6,2.9,6.65,76.1,140.2,452.2,Severe
Delhi,2022-12-26,468.5,487.4,80.7,51.0,107.7,7.8,4.14,51.7,146.7,481.9,Severe
Mumbai,2022-12-26,8.9,75.6,79.9,94.0,73.9,3.4,7.65,2.4,88.9,170.6,Moderate
Chennai,2022-12-26,265.0,48.2,104.3,116.0,87.5,45.7,4.85,74.9,58.2,415.0,Severe
Kolkata,2022-12-26,134.9,510.9,52.7,26.4,149.3,14.3,9.67,70.0,51.6,311.7,Very Poor
Bangalore,2022-12-26,292.6,296.2,127.8,97.5,197.6,48.4,8.29,16.1,85.4,442.6,Severe
Delhi,2022-12-27,439.3,415.7,70.2,29.6,217.0,22.3,7.53,47.3,88.6,382.1,Very Poor
Mumbai,2022-12-27,370.8,464.0,71.8,2.5,229.9,8.8,2.06,16.0,70.0,448.3,Severe
Chennai,2022-12-27,443.7,573.1,101.9,95.5,230.5,32.9,6.07,11.1,7.3,150.8,Moderate
Kolkata,2022-12-27,187.6,39.9,38.8,83.1,25.9,45.4,8.75,17.2,76.3,352.1,Very Poor
Bangalore,2022-12-27,62.5,101.1,147.2,52.7,73.4,18.3,8.94,31.3,174.9,216.0,Poor
Delhi,2022-12-28,272.2,154.6,90.2,22.5,82.9,25.2,2.59,62.5,76.7,422.2,Severe
Mumbai,2022-12-28,258.5,251.6,26.3,107.9,135.8,36.2,1.42,33.7,43.9,408.5,Severe
Chennai,2022-12-28,29.0,452.5,100.5,95.3,159.5,17.3,2.04,34.9,82.2,431.8,Severe
Kolkata,2022-12-28,466.6,311.4,168.7,142.6,5.7,37.2,4.71,77.3,148.4,261.4,Poor
Bangalore,2022-12-28,460.0,34.4,181.5,142.9,171.6,26.7,8.62,92.3,87.8,182.7,Moderate
Delhi,2022-12-29,293.9,414.3,138.5,48.0,129.5,0.6,5.34,36.1,172.9,443.9,Severe
Mumbai,2022-12-29,115.4,106.8,188.2,19.7,159.6,5.5,7.73,74.4,99.9,284.3,Poor
Chennai,2022-12-29,117.8,407.5,83.5,92.8,215.6,40.7,2.3,23.0,71.1,371.8,Very Poor
Kolkata,2022-12-29,178.1,431.8,99.2,114.2,174.5,47.7,7.6,76.9,68.9,402.1,Severe
Bangalore,2022-12-29,258.6,525.9,0.0,86.7,58.9,33.2,8.3,3.7,119.5,408.6,Severe
Delhi,2022-12-30,364.7,246.6,79.2,18.3,191.8,49.4,1.51,58.4,166.9,198.4,Moderate
Mumbai,2022-12-30,248.7,338.5,133.3,0.9,19.5,27.6,3.8,92.0,82.5,399.0,Very Poor
Chennai,2022-12-30,170.9,47.5,44.9,55.9,78.2,32.0,1.61,88.6,193.2,339.3,Very Poor
Kolkata,2022-12-30,371.3,56.2,136.6,55.9,80.3,47.0,6.32,21.2,112.8,153.9,Moderate
Bangalore,2022-12-30,74.7,334.0,92.4,102.7,179.3,10.7,3.83,79.2,131.7,284.0,Poor
Delhi,2022-12-31,165.4,385.6,57.0,149.8,1.0,36.0,1.76,85.3,66.1,344.4,Very Poor
Mumbai,2022-12-31,445.3,320.4,195.0,58.4,224.0,10.0,2.84,10.7,19.1,270.4,Poor
Chennai,2022-12-31,277.5,63.8,162.5,61.2,13.3,16.2,6.99,47.5,58.3,427.5,Severe
Kolkata,2022-12-31,282.0,553.5,156.1,95.6,245.9,34.2,4.42,44.0,151.4,432.0,Severe
Bangalore,2022-12-31,47.9,512.5,141.8,26.4,124.0,43.2,6.97,88.7,27.4,162.0,Moderate
Delhi,2023-01-01,82.4,127.9,199.4,36.8,27.2,29.6,4.52,55.7,69.3,174.1,Moderate
Mumbai,2023-01-01,376.1,278.0,78.6,116.9,121.0,27.3,8.5,94.8,182.2,234.5,Poor
Chennai,2023-01-01,285.2,24.5,36.3,136.4,26.0,12.0,5.18,75.7,168.5,435.2,Severe
Kolkata,2023-01-01,50.6,267.2,177.6,54.0,107.5,9.0,9.37,35.9,85.0,217.2,Poor
Bangalore,2023-01-01,437.7,202.2,140.4,91.3,135.0,6.0,9.62,36.8,78.6,195.2,Moderate
Delhi,2023-01-02,345.1,11.4,95.3,134.1,173.9,13.0,5.68,43.1,45.0,495.1,Severe
Mumbai,2023-01-02,421.8,414.2,107.8,82.4,183.5,12.7,8.75,83.9,111.0,380.2,Very Poor
Chennai,2023-01-02,432.8,561.5,189.9,8.6,15.6,7.1,1.67,12.1,160.8,189.4,Moderate
Kolkata,2023-01-02,495.1,559.6,7.2,54.3,128.9,3.0,5.42,15.0,172.2,209.1,Poor
Bangalore,2023-01-02,196.4,435.5,65.2,83.6,163.0,44.1,7.07,44.7,119.4,407.5,Severe
Delhi,2023-01-03,113.1,460.6,66.5,53.2,129.3,5.6,1.74,73.3,140.8,443.5,Severe
Mumbai,2023-01-03,200.1,434.0,152.1,134.3,169.0,2.2,2.53,47.6,122.5,405.3,Severe
Chennai,2023-01-03,345.7,212.5,97.0,104.6,196.7,35.8,8.17,73.5,47.0,495.7,Severe
Kolkata,2023-01-03,133.3,346.0,80.7,29.5,24.3,39.8,5.88,66.5,139.2,310.4,Very Poor
Bangalore,2023-01-03,387.4,539.2,120.7,79.0,34.9,3.0,5.45,93.7,149.6,172.8,Moderate
Delhi,2023-01-04,50.6,238.8,93.1,13.8,134.1,31.3,0.21,70.8,136.4,192.6,Moderate
Mumbai,2023-01-04,365.4,190.4,63.9,18.3,50.4,31.1,4.53,88.7,173.2,211.7,Poor
Chennai,2023-01-04,184.0,437.4,163.4,143.2,206.9,30.1,2.29,51.1,76.3,410.2,Severe
Kolkata,2023-01-04,137.3,513.7,178.1,26.9,239.3,23.7,4.4,62.8,173.1,313.5,Very Poor
Bangalore,2023-01-04,434.0,57.0,31.4,6.5,96.1,37.0,9.23,67.2,183.2,237.0,Poor
Delhi,2023-01-05,68.8,408.6,102.3,109.4,106.0,44.5,2.46,58.9,170.7,373.2,Very Poor
Mumbai,2023-01-05,194.2,258.9,104.9,4.8,41.2,44.3,6.58,24.6,7.9,357.2,Very Poor
Chennai,2023-01-05,155.7,414.7,127.1,136.8,100.0,38.5,7.94,57.8,10.9,380.8,Very Poor
Kolkata,2023-01-05,263.8,593.4,29.4,98.2,138.4,34.2,9.94,17.7,191.1,413.8,Severe
Bangalore,2023-01-05,103.2,361.9,17.3,33.7,181.7,28.5,8.68,82.4,159.4,314.7,Very Poor
Delhi,2023-01-06,478.7,220.8,186.1,110.2,38.6,36.6,1.5,21.6,74.8,180.6,Moderate
Mumbai,2023-01-06,92.6,194.3,51.9,46.6,138.4,32.8,8.86,38.1,33.6,206.5,Poor
Chennai,2023-01-06,9.7,224.9,92.0,91.8,227.3,1.4,2.57,44.9,180.4,229.9,Poor
Kolkata,2023-01-06,483.8,191.2,143.1,78.7,233.5,40.0,0.17,33.0,100.2,160.9,Moderate
Bangalore,2023-01-06,214.7,270.8,84.1,118.9,155.1,25.0,8.11,18.9,170.1,372.9,Very Poor
Delhi,2023-01-07,475.3,437.2,176.8,45.4,47.4,0.6,1.26,88.5,185.7,409.9,Severe
Mumbai,2023-01-07,180.7,327.3,18.7,90.1,74.0,14.7,9.25,32.5,21.9,346.8,Very Poor
Chennai,2023-01-07,14.0,355.1,126.2,31.5,97.4,48.2,0.71,46.1,89.3,306.1,Very Poor
Kolkata,2023-01-07,330.7,88.1,87.8,110.1,185.6,33.3,9.68,51.0,148.9,480.7,Severe
Bangalore,2023-01-07,243.3,118.4,132.1,10.4,87.2,8.2,7.44,21.8,177.5,394.9,Very Poor
Delhi,2023-01-08,62.8,44.7,131.4,3.5,87.8,2.4,1.75,95.0,54.1,107.1,Moderate
Mumbai,2023-01-08,175.4,592.4,27.3,35.6,29.1,29.2,1.84,89.6,105.4,342.7,Very Poor
Chennai,2023-01-08,441.9,283.7,157.9,85.0,55.7,3.9,3.99,9.9,163.9,233.7,Poor
Kolkata,2023-01-08,70.0,65.7,162.6,76.7,142.2,47.7,3.22,18.4,53.8,131.7,Moderate
Bangalore,2023-01-08,122.2,395.6,104.1,56.5,186.0,44.9,4.27,15.7,102.0,356.9,Very Poor
Delhi,2023-01-09,183.6,126.3,157.8,148.7,1.9,43.4,3.33,43.7,62.3,349.0,Very Poor
Mumbai,2023-01-09,98.8,214.4,63.6,82.9,121.3,16.1,1.88,86.5,71.0,227.6,Poor
Chennai,2023-01-09,170.7,426.2,127.8,124.7,149.1,11.3,8.4,75.5,77.5,395.2,Very Poor
Kolkata,2023-01-09,307.8,49.1,141.8,94.4,38.0,25.7,3.98,55.5,193.0,457.8,Severe
Bangalore,2023-01-09,218.9,370.5,87.0,134.5,80.4,25.3,5.83,19.3,106.6,376.1,Very Poor
Delhi,2023-01-10,286.6,85.7,112.8,102.9,78.4,30.9,1.78,6.3,71.8,436.6,Severe
Mumbai,2023-01-10,68.9,98.3,182.2,62.0,12.3,48.8,1.51,55.7,65.1,128.0,Moderate
Chennai,2023-01-10,126.6,546.8,61.0,88.1,27.3,13.4,6.45,99.5,132.1,305.3,Very Poor
Kolkata,2023-01-10,26.7,493.1,122.0,65.5,239.4,36.8,1.81,69.9,170.0,490.1,Severe
Bangalore,2023-01-10,140.2,439.8,160.2,57.2,37.1,44.6,9.39,12.6,195.8,413.6,Severe
Delhi,2023-01-11,191.0,586.8,137.2,133.9,226.2,11.2,7.57,19.6,110.5,354.7,Very Poor
Mumbai,2023-01-11,223.5,316.2,137.9,78.5,22.9,22.4,6.67,50.5,140.3,379.7,Very Poor
Chennai,2023-01-11,420.8,426.9,125.7,52.5,188.9,31.7,1.24,31.0,187.7,396.1,Very Poor
Kolkata,2023-01-11,17.0,240.7,101.1,29.1,145.4,23.2,4.16,34.7,43.4,193.8,Moderate
Bangalore,2023-01-11,90.2,341.7,186.2,90.1,133.4,46.3,8.41,52.6,70.6,291.7,Poor
Delhi,2023-01-12,154.2,292.1,137.1,106.1,218.7,49.3,1.32,52.4,108.6,326.5,Very Poor
Mumbai,2023-01-12,309.8,277.0,148.3,46.1,2.8,18.5,3.4,83.6,98.5,459.8,Severe
Chennai,2023-01-12,58.5,159.0,171.4,92.1,12.8,42.0,5.36,79.6,178.7,225.6,Poor
Kolkata,2023-01-12,448.9,121.4,15.5,88.7,137.1,41.7,9.28,25.5,69.2,191.0,Moderate
Bangalore,2023-01-12,289.9,215.4,28.7,125.5,86.9,11.8,9.94,69.7,197.8,439.9,Severe
Delhi,2023-01-13,105.4,118.0,78.3,88.3,13.6,33.4,0.87,6.5,73.4,250.2,Poor
Mumbai,2023-01-13,133.5,222.1,98.4,148.1,90.5,21.8,5.14,50.8,108.2,310.6,Very Poor
Chennai,2023-01-13,418.6,500.2,64.2,72.0,91.8,46.1,5.5,69.8,85.5,143.6,Moderate
Kolkata,2023-01-13,228.8,302.1,23.9,39.1,192.9,41.0,9.3,12.1,191.7,383.7,Very Poor
